D.Va,Tracer,Zenyatta,Roadhog,Zarya,Mercy,McCree,Genji,Ana,Junkrat,Widowmaker,Orisa,Soldier: 76,Doomfist,Reaper,Reinhardt,Torbjörn,Pharah,Winston,Moira,Sombra,Lúcio,Hanzo,Mei,Bastion,Symmetra,hours,rank
10:14,0:0,0:0,4:5,1:4,0:0,0:1,0:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,2:3,0:0,0:0,42:42,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4165
1:0,30:18,3:3,1:1,1:1,0:0,6:8,20:18,0:1,9:5,7:4,0:0,7:4,0:2,3:0,0:2,1:0,2:1,1:0,0:0,0:0,0:0,7:4,0:0,0:0,0:0,Updated : 16 Hours Ago,4165
2:1,16:18,10:10,7:8,2:4,0:2,14:10,2:4,0:1,4:2,9:7,1:1,15:11,0:0,0:0,0:0,0:0,3:3,2:3,0:0,1:0,0:1,0:1,0:0,1:0,0:0,Updated : 13 Hours Ago,4165
1:1,0:0,0:1,1:2,0:1,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 349 Hours Ago,4164
0:1,1:1,0:1,0:0,0:0,0:0,0:0,4:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 31 Hours Ago,4164
3:0,3:2,0:2,0:1,0:0,0:3,2:0,0:1,0:0,0:0,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4164
0:0,1:0,0:0,1:0,0:1,0:0,0:1,2:3,1:1,0:0,4:2,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,Updated : 17 Hours Ago,4164
0:1,1:1,0:0,1:1,0:0,0:0,2:2,1:2,0:0,1:0,1:2,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,1:1,0:0,0:0,0:0,Updated : 11 Min. Ago,4164
2:3,0:1,11:9,0:0,0:0,6:6,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4164
0:0,2:1,0:0,9:7,0:0,0:0,1:1,6:1,4:2,0:0,0:1,0:0,0:1,0:0,4:5,0:0,0:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:0,Updated : 59 Hours Ago,4164
0:2,3:4,0:4,0:0,0:0,0:0,2:4,16:10,0:1,1:0,1:0,0:0,1:1,0:0,0:1,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 13 Hours Ago,4164
7:6,0:0,6:5,4:8,1:2,1:3,0:0,0:0,3:6,0:1,0:0,3:1,1:0,0:0,0:0,0:0,0:0,0:0,2:2,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 4 Hours Ago,4164
0:1,0:0,2:2,1:1,0:0,1:1,0:0,0:0,0:1,0:0,0:0,4:2,0:0,0:0,0:0,6:2,0:0,0:0,23:11,0:0,0:0,5:2,0:0,0:0,0:0,0:0,Updated : 11 Hours Ago,4164
1:0,0:0,0:0,35:39,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 31 Hours Ago,4164
0:1,0:0,33:24,1:3,0:2,0:0,1:1,2:1,1:2,0:1,0:0,0:0,0:0,0:0,0:0,5:1,0:0,0:1,2:2,0:0,0:0,1:2,0:1,0:0,0:0,0:0,Updated : 41 Hours Ago,4164
42:30,1:3,0:0,16:15,5:4,6:1,0:2,0:0,3:0,0:0,0:0,0:1,0:0,0:0,0:1,1:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 57 Hours Ago,4164
3:7,0:0,22:17,0:0,3:1,56:44,0:0,0:0,0:2,2:2,0:0,0:3,0:1,0:0,0:0,4:3,0:0,0:1,3:7,0:0,0:0,1:4,0:0,0:2,0:0,0:1,Updated : 15 Hours Ago,4164
30:22,4:10,2:1,21:13,17:14,1:3,7:3,12:7,2:2,1:4,2:4,3:1,7:4,0:1,3:2,5:5,0:2,3:2,14:7,1:0,0:1,2:1,1:4,0:2,0:1,0:0,Updated : 17 Hours Ago,4164
0:0,0:0,0:0,0:0,0:0,6:2,0:0,0:0,3:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4163
0:1,1:1,0:0,0:0,0:0,0:0,0:1,2:4,0:0,0:1,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 30 Hours Ago,4163
0:0,1:0,1:0,0:0,0:0,0:0,1:1,6:2,1:0,0:0,0:1,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4163
0:0,0:0,5:5,0:0,0:0,0:0,0:0,0:0,3:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 31 Hours Ago,4163
0:0,0:0,0:0,0:0,0:0,9:6,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 97 Hours Ago,4163
8:6,0:0,0:0,0:1,8:3,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 135 Hours Ago,4163
3:1,2:0,0:1,2:1,3:1,1:1,3:0,2:0,2:4,1:1,0:1,2:0,0:0,0:0,0:1,0:1,0:0,1:1,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 4 Hours Ago,4163
0:1,2:9,0:0,0:0,0:0,2:1,0:3,2:3,0:0,4:1,3:2,0:0,2:3,0:1,0:0,0:0,0:0,1:0,2:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 20 Hours Ago,4163
0:0,1:1,4:4,5:6,0:0,0:0,3:2,3:7,0:1,0:1,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,Updated : 25 Hours Ago,4163
4:4,0:0,6:6,5:1,1:3,3:3,0:1,1:2,10:12,0:0,0:1,1:1,0:0,0:0,0:0,1:0,0:0,0:1,2:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4163
17:14,2:3,10:7,4:5,1:2,0:0,0:0,1:1,0:2,1:2,0:1,1:1,2:1,0:0,0:0,0:0,0:0,3:3,0:3,0:0,0:1,0:0,0:1,0:0,0:0,0:1,Updated : 12 Hours Ago,4163
5:3,4:2,0:2,14:6,2:1,0:3,13:11,10:8,9:6,0:1,1:3,0:1,0:0,0:0,1:0,1:1,0:0,0:1,0:2,0:0,0:1,0:0,0:1,0:0,0:1,0:0,Updated : 37 Hours Ago,4163
5:3,11:5,5:5,4:6,2:3,0:4,10:14,11:9,6:5,2:1,13:9,3:2,2:2,0:1,0:1,2:3,1:0,2:4,2:2,0:0,0:0,0:3,2:1,2:3,1:1,0:0,Updated : 14 Hours Ago,4163
20:7,3:4,27:19,7:3,12:3,4:8,1:3,2:2,4:8,2:2,1:3,2:2,0:1,0:1,0:1,3:2,0:1,1:2,3:6,2:1,0:0,0:2,0:2,0:0,0:1,0:1,Updated : 26 Hours Ago,4163
0:1,0:0,1:2,0:0,0:0,1:0,0:0,0:0,5:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 182 Hours Ago,4162
0:0,4:3,0:2,0:0,0:0,0:1,0:3,1:3,0:0,0:1,1:0,0:0,0:0,1:0,0:0,0:1,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,4162
8:9,0:0,2:2,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 4 Hours Ago,4162
0:0,0:0,0:1,0:0,0:2,16:15,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,1:2,0:1,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,4162
1:0,6:5,1:0,0:0,0:0,0:0,12:8,2:1,1:0,0:0,1:2,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 84 Hours Ago,4162
1:0,0:0,0:1,0:0,0:0,0:0,0:0,27:8,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 46 Hours Ago,4162
0:0,1:1,0:1,3:5,0:0,0:0,6:3,1:5,0:0,0:2,1:1,0:0,1:2,0:0,0:1,0:1,1:0,0:1,4:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,Updated : 18 Hours Ago,4162
0:1,2:2,0:0,1:0,0:0,0:0,1:1,18:7,1:1,1:0,3:2,0:0,0:0,0:0,0:0,0:2,0:0,2:0,2:1,1:0,2:0,5:0,0:1,0:0,0:0,1:0,Updated : 24 Hours Ago,4162
0:4,11:11,0:1,3:6,3:1,0:0,3:1,0:0,0:0,2:0,0:0,0:0,6:1,0:0,0:0,0:1,0:0,1:1,1:0,0:0,0:0,1:1,0:1,0:0,0:0,0:0,Updated : 22 Hours Ago,4162
3:3,4:3,0:0,2:1,8:2,1:0,4:3,6:6,0:0,0:0,1:1,2:0,1:1,0:1,2:2,0:0,0:0,2:2,1:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,Updated : 26 Hours Ago,4162
8:10,1:1,10:8,2:1,1:2,6:7,0:0,0:1,0:0,0:0,0:0,1:2,1:0,0:0,0:0,2:1,0:0,2:2,2:3,0:0,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,4162
6:4,1:0,22:10,3:3,4:4,7:1,1:1,0:1,6:2,0:1,0:2,1:1,0:0,0:0,0:0,0:1,0:0,0:0,3:2,0:0,0:0,1:0,0:1,0:0,0:0,0:0,Updated : 15 Hours Ago,4162
3:3,5:2,4:3,2:5,0:2,5:3,12:6,6:0,2:1,2:1,5:4,1:3,0:1,0:0,1:0,0:0,0:0,2:0,0:2,1:0,0:0,0:0,0:1,0:0,0:0,0:2,Updated : 15 Hours Ago,4162
7:6,4:6,2:2,1:2,1:1,0:1,3:4,4:3,3:6,1:0,1:1,2:0,0:1,0:0,0:1,3:4,0:0,0:1,8:7,0:1,0:0,4:1,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4162
0:0,0:0,0:0,5:11,0:0,0:0,0:0,0:0,0:0,0:0,0:1,2:0,0:0,0:0,0:0,7:6,0:0,0:0,38:39,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4162
21:22,0:0,1:1,6:3,2:1,10:8,1:1,2:2,5:5,0:0,0:0,1:1,0:0,0:0,0:0,6:4,0:0,0:0,9:7,0:0,0:0,0:1,0:1,0:3,0:3,0:0,Updated : 41 Hours Ago,4162
0:0,1:0,0:0,6:1,9:8,0:0,0:0,3:2,6:4,19:18,2:4,0:1,2:3,0:0,1:0,0:0,0:1,18:22,0:0,0:0,0:0,0:1,1:0,0:1,0:2,1:0,Updated : 42 Hours Ago,4162
0:0,21:21,2:0,1:0,4:6,0:0,55:38,14:15,0:0,0:1,5:6,0:0,4:3,0:1,1:0,1:1,0:1,3:2,1:1,0:0,0:0,0:1,2:1,0:0,0:0,0:0,Updated : 14 Hours Ago,4162
14:15,0:0,12:16,0:0,3:5,85:73,0:0,0:0,7:8,0:0,0:0,4:3,0:0,0:0,0:0,3:4,0:0,0:0,7:9,2:2,0:0,18:16,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,4162
0:0,4:5,0:0,0:0,0:1,0:0,1:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 7 Hours Ago,4161
1:1,0:0,8:4,0:0,0:1,1:1,0:1,0:0,5:3,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4161
8:1,1:1,2:1,0:0,0:0,1:4,1:0,1:0,1:2,0:1,1:1,1:0,0:0,0:0,0:0,1:0,0:0,1:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4161
2:1,2:1,5:7,0:0,0:1,2:2,0:0,1:0,1:1,0:1,1:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,3:2,0:0,0:0,2:1,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4161
0:1,0:0,0:4,0:0,0:1,22:21,0:0,0:1,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 66 Hours Ago,4161
8:7,0:0,6:4,5:3,5:1,1:1,1:0,0:0,0:2,0:0,0:0,3:1,0:0,0:0,0:0,2:0,0:0,0:0,2:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 41 Hours Ago,4161
4:2,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,2:3,0:0,0:0,31:25,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 2 Hours Ago,4161
3:3,5:6,6:7,2:4,2:3,2:2,13:5,4:2,10:9,0:1,4:1,1:4,0:1,0:0,0:0,6:2,0:1,1:0,2:2,0:0,0:1,0:1,0:1,0:0,0:1,0:1,Updated : 16 Hours Ago,4161
0:0,7:8,0:0,0:0,0:0,0:0,41:33,2:1,0:0,5:3,1:2,0:0,2:2,4:4,0:1,0:0,4:3,1:2,0:0,0:0,0:0,0:0,13:22,0:0,3:1,0:0,Updated : 104 Hours Ago,4161
6:5,17:12,3:4,4:3,2:8,0:0,25:14,9:11,1:5,0:3,15:10,0:2,2:2,0:3,0:2,0:1,0:0,1:2,1:3,0:0,0:0,0:0,5:4,0:0,0:1,0:1,Updated : 47 Hours Ago,4161
0:0,0:1,0:0,0:0,0:0,1:1,0:0,1:2,0:0,4:0,0:1,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 25 Hours Ago,4160
0:1,1:0,7:3,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:2,0:1,1:0,1:1,1:0,0:0,3:4,0:0,0:0,0:0,0:0,Updated : 22 Hours Ago,4160
0:1,0:0,0:3,1:1,0:0,11:2,0:0,0:0,1:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,5:5,0:0,0:0,0:0,0:0,Updated : 84 Hours Ago,4160
6:4,1:0,0:0,0:1,5:2,0:0,0:0,0:0,0:0,0:1,0:0,3:2,0:0,0:0,0:0,0:1,0:0,0:0,7:3,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4160
0:0,0:0,10:6,2:5,2:1,0:0,0:0,0:0,0:1,13:6,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,Updated : 45 Hours Ago,4160
0:0,0:0,0:0,0:0,0:0,0:0,8:6,0:0,0:0,0:0,31:15,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 37 Hours Ago,4160
3:1,2:2,24:16,0:1,0:0,7:8,1:5,2:2,1:1,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:1,1:0,0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,Updated : 13 Hours Ago,4160
1:0,23:12,1:1,0:0,1:0,0:0,19:3,0:0,0:0,0:0,13:5,0:0,6:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 13 Hours Ago,4160
8:10,0:0,11:12,0:1,0:1,37:29,0:0,0:0,0:1,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,Updated : 71 Hours Ago,4160
0:0,0:3,0:1,16:14,0:0,0:0,3:6,33:26,9:11,0:1,0:2,0:0,0:5,0:0,0:0,3:1,0:0,1:0,3:3,0:0,0:0,0:0,0:0,1:0,0:0,0:0,Updated : 15 Hours Ago,4160
0:0,0:0,2:3,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 337 Hours Ago,4159
0:0,0:1,1:1,1:0,0:0,1:0,0:0,0:0,10:0,0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 117 Hours Ago,4159
0:1,0:0,0:4,0:0,0:0,16:9,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,Updated : 13 Hours Ago,4159
0:0,0:0,1:0,1:0,0:0,0:0,1:0,23:18,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,2:2,0:1,0:0,0:0,0:0,0:0,0:0,2:0,0:0,Updated : 15 Hours Ago,4159
13:13,0:1,1:0,1:1,2:1,2:0,0:0,2:1,1:0,0:0,0:0,0:1,1:0,0:0,0:1,5:5,0:1,0:0,6:6,0:0,0:0,1:1,0:0,0:0,0:0,0:1,Updated : 3 Hours Ago,4159
0:0,0:0,35:26,0:0,0:0,0:0,0:0,0:0,1:3,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,1:1,0:0,0:1,0:0,0:1,0:0,0:0,0:0,Updated : 46 Hours Ago,4159
0:0,0:0,0:0,0:0,0:0,33:36,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:2,0:0,Updated : 194 Hours Ago,4159
4:2,1:2,0:1,2:2,3:1,0:0,2:3,9:5,11:7,0:0,0:1,0:0,1:1,0:0,0:0,4:2,0:0,0:0,2:3,0:0,1:0,1:3,0:0,0:0,0:0,0:0,Updated : 11 Hours Ago,4159
4:5,0:0,14:15,2:1,0:0,19:13,0:0,0:0,1:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:2,0:0,0:0,2:2,0:0,0:0,0:0,0:0,Updated : 57 Hours Ago,4159
29:24,0:1,24:24,15:7,1:2,16:21,0:1,1:2,8:6,0:0,1:0,1:5,0:1,0:0,0:0,4:5,0:0,0:1,41:35,0:0,0:0,4:3,0:0,0:0,0:0,0:1,Updated : 4 Hours Ago,4159
0:1,0:0,0:0,0:0,1:0,0:0,2:1,1:0,1:0,0:0,0:0,0:0,0:0,0:1,0:0,2:1,0:0,0:0,2:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 131 Hours Ago,4158
5:2,0:0,2:1,1:1,0:0,2:5,0:0,0:2,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4158
0:1,6:5,0:2,0:1,0:0,0:1,0:0,8:2,0:0,0:0,0:0,0:0,2:3,0:0,0:0,0:0,0:0,1:2,1:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,Updated : 16 Hours Ago,4158
3:3,0:1,6:7,0:0,3:3,3:4,0:0,0:1,1:2,0:0,0:0,1:1,0:1,0:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 60 Hours Ago,4158
0:0,0:0,0:1,0:0,0:0,1:5,1:2,0:0,0:0,1:5,1:1,0:1,0:0,0:0,0:0,0:0,15:13,0:0,0:0,0:0,0:0,0:0,0:0,0:1,1:1,0:1,Updated : 37 Hours Ago,4158
1:1,0:0,4:4,1:3,3:3,0:0,0:0,2:0,2:3,0:0,0:0,2:2,1:1,0:0,0:0,1:0,0:0,0:0,0:1,1:2,0:0,18:14,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4158
2:3,0:0,15:9,1:5,1:0,19:15,0:0,1:1,1:2,0:0,1:0,2:1,0:0,0:0,0:0,0:1,0:1,0:0,0:1,2:1,0:0,1:2,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4158
0:0,1:6,0:1,0:2,0:0,0:1,17:12,4:3,9:6,2:1,5:4,0:0,1:2,1:2,0:0,0:0,1:0,3:3,0:0,0:0,0:0,0:0,1:5,0:0,0:0,0:0,Updated : 284 Hours Ago,4158
3:1,9:4,1:0,3:4,2:2,0:1,3:1,25:17,1:0,1:3,3:2,1:0,8:1,1:0,0:1,0:0,1:0,1:0,0:0,0:0,1:0,0:0,0:0,0:1,1:1,0:0,Updated : 23 Hours Ago,4158
5:6,1:0,0:0,0:0,73:41,1:1,0:0,0:0,2:2,0:0,1:3,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,Updated : 14 Hours Ago,4158
5:11,1:2,4:4,4:5,0:1,1:3,1:2,2:3,1:0,43:34,0:2,2:1,1:0,0:1,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:1,0:0,0:1,0:0,Updated : 13 Hours Ago,4158
3:5,0:0,0:3,3:9,0:1,0:0,0:1,2:5,4:5,0:0,0:0,0:0,8:12,0:0,0:0,8:4,0:0,0:0,0:1,0:0,0:0,1:1,0:0,0:0,69:63,0:0,Updated : 19 Hours Ago,4158
6:6,27:30,25:16,21:15,2:1,5:6,9:14,11:25,15:7,3:3,2:8,6:4,6:5,2:3,0:1,1:3,0:0,1:2,2:4,0:0,1:0,0:1,0:2,1:1,0:1,0:0,Updated : 74 Hours Ago,4158
1:0,1:1,1:0,0:0,0:1,0:0,0:1,0:2,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4157
0:0,4:0,0:0,0:0,0:1,0:1,0:0,1:0,0:0,0:0,1:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 302 Hours Ago,4157
0:0,2:2,4:4,0:1,0:0,0:2,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,4157
1:2,1:3,4:1,1:2,0:0,0:0,1:1,0:1,0:1,1:0,1:0,0:1,0:0,1:0,0:0,0:1,0:0,0:0,1:0,0:0,0:0,2:0,0:0,0:0,0:0,0:0,Updated : 129 Hours Ago,4157
3:3,1:0,2:4,0:1,0:1,0:0,0:1,0:0,5:4,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4157
0:0,4:4,0:0,1:1,0:0,0:1,3:1,6:5,0:1,0:0,4:4,0:0,0:1,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 79 Hours Ago,4157
30:21,1:1,0:3,3:4,2:1,0:0,0:0,0:1,0:1,0:2,0:0,1:1,0:4,0:0,0:0,0:1,0:0,0:0,3:6,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 25 Hours Ago,4157
2:3,0:0,4:3,0:0,1:2,25:24,0:0,0:0,0:1,0:0,0:0,1:1,0:1,0:0,0:0,9:7,0:0,0:0,2:0,0:1,0:0,3:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4157
18:19,0:0,0:3,7:4,0:2,4:2,1:1,0:1,0:1,0:0,0:1,0:1,0:0,0:0,0:0,1:3,0:0,0:0,21:15,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 7 Hours Ago,4157
2:1,13:13,10:5,3:1,1:2,4:4,8:8,7:9,0:2,5:5,6:12,0:0,1:1,0:0,0:0,0:0,0:1,0:1,2:1,0:0,1:0,0:0,0:0,0:0,0:1,0:0,Updated : 13 Hours Ago,4157
11:8,0:1,47:38,2:2,1:1,11:7,0:0,1:2,2:3,0:0,0:0,1:2,0:1,0:0,0:0,1:0,0:0,1:0,2:1,1:1,0:0,3:0,0:0,0:1,0:1,0:0,Updated : 23 Hours Ago,4157
20:23,0:0,4:4,32:27,1:2,0:2,0:0,0:0,1:4,4:4,0:0,2:3,0:0,0:0,0:0,9:6,1:2,0:0,19:14,0:0,0:0,7:6,0:0,0:0,0:0,0:1,Updated : 21 Hours Ago,4157
0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:1,0:0,4:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:0,0:0,Updated : 9 Hours Ago,4156
0:0,0:3,0:0,0:2,0:1,0:0,2:1,2:1,1:1,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4156
1:0,0:0,9:4,0:3,0:0,5:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,3:2,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4156
2:1,0:0,1:3,1:1,0:0,6:6,0:0,0:0,0:0,0:0,0:0,1:0,1:1,0:0,0:0,0:0,0:0,0:0,3:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 215 Hours Ago,4156
6:5,1:0,6:5,0:1,0:0,1:2,0:1,0:0,1:5,1:0,0:0,1:0,0:0,0:0,0:0,1:0,0:0,1:1,1:1,1:1,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 3 Hours Ago,4156
0:0,5:4,0:0,0:1,0:0,0:0,7:5,7:3,1:0,1:0,1:4,0:0,1:0,0:0,0:0,1:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,Updated : 110 Hours Ago,4156
7:3,0:1,7:8,0:2,0:1,1:2,0:0,0:0,1:1,0:0,0:0,2:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,5:4,0:1,0:0,0:0,0:0,Updated : 11 Hours Ago,4156
14:10,0:0,4:5,2:0,0:1,1:0,0:0,0:1,1:1,0:1,0:0,2:1,0:1,0:0,0:0,0:0,0:0,0:1,2:2,0:0,1:0,0:1,0:0,0:1,0:0,0:0,Updated : 24 Hours Ago,4156
