D.Va,Tracer,Zenyatta,Roadhog,Zarya,Mercy,McCree,Genji,Ana,Junkrat,Widowmaker,Orisa,Soldier: 76,Doomfist,Reaper,Reinhardt,Torbjörn,Pharah,Winston,Moira,Sombra,Lúcio,Hanzo,Mei,Bastion,Symmetra,rank
0:0,0:0,0:0,0:1,0:0,0:0,1:1,1:3,0:0,0:0,0:0,0:0,0:1,0:0,0:0,1:1,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3982
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,5:4,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,3982
3:3,0:0,0:1,1:1,0:0,0:1,0:0,1:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3982
0:0,5:2,0:1,1:0,0:0,0:0,1:0,0:0,1:2,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,3982
9:5,0:0,0:0,0:0,0:0,7:1,0:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3982
3:2,1:0,0:2,1:0,1:0,0:1,0:0,0:0,4:2,0:0,0:0,0:0,0:1,0:2,0:0,2:3,0:0,0:0,3:3,0:1,0:1,0:0,0:0,0:0,0:0,0:0,3982
0:0,0:0,0:0,0:0,2:1,0:0,3:1,10:10,1:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3982
3:2,1:3,1:0,4:2,2:1,0:0,1:1,2:1,5:3,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3982
4:3,1:1,2:1,5:5,1:0,1:0,1:1,2:6,2:1,0:1,1:1,0:0,0:0,0:0,0:0,1:3,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3881
0:0,1:3,4:1,1:3,0:0,2:1,0:5,1:0,1:1,1:1,4:4,0:1,0:1,0:0,0:0,0:0,0:0,0:1,3:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,3982
0:0,4:3,0:2,0:1,0:1,1:0,8:4,11:9,2:1,1:1,2:4,0:0,0:1,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:1,1:0,0:0,0:0,3982
10:6,2:4,6:4,3:1,0:1,2:1,0:1,6:2,1:2,0:0,0:2,0:1,0:2,0:0,0:0,1:0,1:0,1:0,1:2,0:0,0:0,0:2,0:0,0:0,0:0,0:0,3982
9:5,0:1,7:4,2:2,1:2,2:3,1:3,3:1,3:5,0:1,1:1,1:0,0:0,0:0,0:0,1:1,0:0,0:0,3:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3982
7:2,1:2,2:2,7:3,1:1,0:1,2:4,10:6,3:2,0:0,3:1,0:0,0:1,0:0,0:1,0:0,0:0,0:0,7:5,0:0,0:0,1:0,1:0,0:0,1:0,0:0,3982
3:2,6:6,0:4,9:5,0:1,0:0,17:10,0:1,0:1,0:0,1:1,0:1,2:1,0:0,0:0,3:2,0:1,0:0,0:0,0:0,0:0,1:1,1:1,0:1,0:0,0:0,3982
0:0,1:0,1:0,0:1,4:2,7:2,30:5,1:0,0:0,2:1,11:3,3:0,0:1,0:0,0:0,0:0,2:1,1:0,6:2,0:0,0:0,0:0,1:1,0:0,0:0,0:0,3982
9:8,4:3,4:7,4:2,1:2,8:7,1:2,3:8,5:3,0:2,1:3,2:3,1:1,0:0,0:0,2:3,0:0,0:1,9:7,0:0,0:1,1:1,0:1,0:0,0:0,0:0,3982
0:1,0:0,0:2,0:0,0:0,67:43,0:1,0:2,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:2,0:1,0:1,0:0,0:0,0:1,3982
0:1,0:0,1:4,0:0,0:0,161:162,0:0,0:0,6:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,1:1,0:0,1:0,0:0,0:0,0:0,0:0,4169
1:0,2:9,3:1,4:5,0:3,1:1,0:1,51:41,3:3,0:0,1:0,1:0,0:2,0:0,0:0,1:0,0:0,1:2,2:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3982
10:16,0:0,13:14,0:1,0:1,48:42,0:0,0:0,0:4,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,3982
11:15,7:6,2:2,7:5,1:2,4:4,19:12,7:13,2:1,1:3,3:2,1:1,6:5,1:3,0:1,1:1,1:0,1:3,4:6,2:1,1:1,0:0,0:0,0:1,0:1,0:0,3982
8:7,28:25,8:6,7:8,0:0,1:1,33:38,0:0,2:4,1:3,15:21,2:1,0:0,0:0,0:0,0:0,0:0,3:2,0:2,1:1,0:0,0:0,0:0,2:0,2:2,0:0,3982
1:1,0:0,0:0,6:1,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3981
0:1,1:0,2:0,0:1,0:1,1:0,0:0,2:0,1:0,0:0,0:0,1:0,1:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,3981
0:1,1:0,1:2,0:0,0:1,1:0,0:1,0:1,2:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3981
0:0,0:0,3:4,0:0,0:0,0:0,0:1,0:0,0:0,5:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,3981
1:2,1:6,0:1,0:0,2:1,0:1,4:3,1:3,1:0,0:1,0:0,0:0,1:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,3:4,1:0,0:0,0:0,3981
1:1,0:0,2:4,1:1,0:0,18:12,0:0,0:0,0:3,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,3981
0:0,0:0,0:1,0:0,0:0,17:11,0:0,1:0,2:4,1:1,0:1,0:0,0:0,0:0,0:1,0:1,0:0,0:0,1:1,0:0,0:0,2:2,0:0,0:0,0:1,0:0,3981
1:1,5:4,0:0,1:3,0:1,0:0,7:6,6:6,1:1,3:1,8:4,0:1,2:0,0:0,0:1,1:1,0:0,2:2,1:0,1:1,0:1,0:0,2:3,0:0,5:6,0:1,3981
1:1,9:11,0:1,0:0,0:1,0:0,19:25,0:1,1:2,0:1,2:3,0:1,1:1,0:0,0:0,0:0,0:1,1:2,0:0,0:0,0:0,0:0,11:12,0:0,0:1,0:0,3981
11:12,1:2,46:32,17:24,5:4,34:30,1:2,0:2,25:24,2:5,3:4,1:2,3:3,0:0,0:1,2:5,0:1,1:1,4:6,7:5,0:0,5:4,0:2,1:0,1:1,0:1,3722
0:5,0:0,27:29,42:46,7:11,2:4,6:7,0:3,34:51,30:39,2:2,3:4,33:29,0:2,1:2,3:3,11:10,8:8,8:10,5:6,0:1,2:6,253:232,16:13,6:5,0:0,3981
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,8:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3980
0:0,0:0,0:0,0:0,0:0,7:6,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3980
0:0,0:0,1:0,0:0,1:2,1:0,1:1,4:2,0:0,0:0,1:1,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3980
0:0,0:0,0:0,0:2,0:0,2:1,0:1,0:1,1:0,1:0,0:1,0:0,0:0,0:0,1:0,1:0,0:0,0:0,1:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,3980
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,5:3,0:0,0:0,9:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3980
1:1,1:4,2:0,2:1,1:0,0:0,0:0,1:2,1:0,0:1,0:3,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3980
3:1,0:0,1:0,0:0,0:0,8:8,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,2:7,0:0,0:1,0:0,0:0,0:0,0:0,3980
0:0,0:0,0:1,0:0,0:0,15:19,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,3980
1:2,4:3,3:2,0:2,2:0,1:2,2:1,3:1,4:4,0:0,1:2,0:0,0:1,0:0,0:0,1:1,0:0,2:0,0:0,1:0,0:1,0:1,0:1,0:1,0:0,0:0,3980
5:3,3:2,1:0,4:3,4:1,1:2,2:1,0:0,3:2,0:1,1:1,4:0,2:2,0:0,0:0,1:0,0:1,0:1,0:0,0:1,0:0,0:0,1:0,0:2,0:0,0:0,3980
3:2,3:1,6:2,0:1,0:2,0:1,1:0,6:11,1:1,0:0,1:1,0:0,1:4,0:0,0:0,1:0,0:0,2:2,4:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3980
5:6,0:0,5:2,16:8,3:2,1:0,0:0,0:1,8:5,1:1,0:1,1:3,2:3,0:1,0:1,1:2,0:1,0:1,3:3,0:0,0:0,1:0,0:2,0:2,1:0,1:1,3980
3:4,3:6,13:5,4:3,6:7,1:0,4:7,16:10,2:3,2:2,5:6,0:1,5:3,0:1,1:1,2:2,0:0,8:4,2:2,0:0,1:1,0:1,0:4,0:2,1:1,0:0,3980
6:6,16:20,4:6,3:4,2:4,3:5,11:7,21:22,1:3,4:1,3:4,1:1,19:14,0:0,0:1,1:0,0:1,3:4,1:1,0:0,0:0,0:1,0:1,0:0,1:0,0:0,3980
5:9,0:1,6:8,0:1,0:0,260:184,0:0,0:2,3:10,0:0,2:14,1:2,0:1,0:0,0:0,0:0,2:7,0:0,0:0,0:5,1:8,2:3,4:12,0:0,0:0,2:0,3980
0:0,0:1,0:0,0:1,0:2,1:3,0:0,0:0,0:0,0:0,0:1,0:0,1:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3979
0:0,0:0,0:0,1:0,0:0,0:0,0:1,1:0,3:1,1:0,0:1,0:0,1:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3979
0:2,0:2,0:0,0:0,0:1,0:0,1:1,0:0,0:1,0:0,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,3979
0:2,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,8:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3979
2:0,0:0,0:0,0:0,0:0,10:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:2,0:0,0:0,0:0,0:0,3979
1:0,3:0,3:1,1:0,1:1,2:1,1:1,2:1,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3979
0:0,3:1,0:0,1:0,0:0,0:0,9:3,0:0,0:0,0:0,5:3,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3979
7:3,0:1,2:1,1:2,2:3,0:1,0:0,2:0,3:3,0:1,0:2,0:1,0:1,0:1,0:0,0:0,0:0,1:1,1:0,0:0,0:0,0:0,0:2,0:0,0:2,0:1,3979
2:0,1:4,1:0,1:0,1:0,3:0,3:3,12:13,1:1,0:1,0:2,0:0,1:1,0:2,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3979
37:23,0:0,0:0,0:0,1:2,0:0,0:0,0:0,0:2,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3979
6:0,2:2,1:5,5:3,1:0,2:0,3:3,0:0,10:10,0:1,0:0,1:0,2:7,0:0,0:1,0:0,0:1,0:0,4:0,0:1,0:0,1:2,0:0,0:0,0:0,0:0,3979
2:2,0:0,0:1,0:0,0:0,66:58,0:0,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,1:1,3979
5:6,4:3,6:4,11:9,4:3,0:1,3:6,6:8,3:3,1:1,7:10,3:2,0:1,0:0,1:2,7:4,0:0,1:3,1:0,3:2,0:1,5:1,4:10,1:0,0:0,0:0,3979
1:1,1:2,0:1,0:2,0:1,0:0,6:13,12:13,0:3,50:30,3:6,0:0,1:1,0:1,0:0,0:1,1:2,8:10,2:1,0:0,0:0,0:0,2:2,1:2,0:0,0:1,3979
3:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,1:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3978
0:0,1:0,0:0,0:0,1:0,0:0,2:2,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,3978
0:1,3:4,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3978
0:1,0:0,1:2,0:0,0:1,14:7,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3978
8:7,1:1,5:2,6:8,2:2,2:5,0:0,1:1,3:5,0:0,0:1,1:1,1:1,0:0,0:0,3:2,0:0,0:0,9:3,2:5,0:0,1:0,0:0,0:0,0:0,0:0,3688
2:1,3:2,1:0,3:0,0:0,3:1,1:2,4:3,0:0,1:0,0:0,0:0,1:0,0:0,0:0,5:7,0:0,0:2,3:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,3978
2:3,0:0,1:0,1:3,0:1,0:1,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,2:0,0:0,0:1,19:13,0:0,0:0,0:0,0:1,0:0,0:0,0:0,3978
4:2,0:0,3:5,0:1,0:0,3:2,0:0,0:0,1:0,13:12,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:2,2:4,0:0,0:0,0:0,0:0,0:0,0:0,3978
11:8,4:2,0:0,3:4,1:1,1:2,1:3,3:4,2:2,4:5,0:0,0:1,1:0,0:1,0:0,4:4,0:0,0:0,1:3,0:0,0:1,0:0,0:1,0:1,0:0,0:0,3978
10:5,11:6,1:0,1:4,2:2,0:0,4:7,5:2,0:1,1:0,7:5,0:0,1:2,0:0,0:0,0:2,0:0,1:1,2:0,0:0,1:1,0:0,0:1,0:0,1:0,0:0,3978
2:2,1:0,1:1,3:6,0:0,0:1,0:0,1:3,1:2,2:3,1:0,1:2,0:0,0:0,0:0,4:4,0:0,2:6,24:14,0:0,0:0,0:0,0:0,0:1,0:0,0:0,3978
2:2,6:8,2:1,2:2,0:1,2:1,5:3,11:3,1:0,0:1,1:0,1:0,5:7,0:0,0:1,2:2,0:2,2:3,5:3,0:0,0:0,0:0,0:2,0:0,0:0,0:1,3978
2:1,25:18,2:1,3:6,2:0,1:1,3:2,1:1,0:3,0:1,1:0,0:1,2:1,0:0,0:0,0:1,0:0,0:0,2:4,0:0,0:0,0:1,0:0,1:0,0:0,0:0,3978
16:9,0:1,9:4,1:0,3:0,29:15,0:0,0:1,2:1,0:0,0:0,1:1,1:1,0:0,0:0,1:1,0:0,0:0,5:5,0:1,0:0,1:1,0:0,0:1,0:0,0:0,3978
0:1,10:10,3:4,2:2,1:1,4:3,12:9,6:3,2:2,0:0,11:6,0:0,7:3,0:1,0:0,0:0,2:0,3:2,0:0,0:1,0:1,0:0,2:1,0:0,0:0,0:0,3978
5:11,0:2,5:5,0:0,2:1,33:24,0:0,0:0,12:12,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:3,0:0,0:2,0:0,0:0,3978
0:0,3:4,2:1,0:1,0:0,0:0,7:9,1:1,13:14,0:1,0:0,0:0,19:28,0:0,3:3,0:0,13:5,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,1:0,3978
24:17,0:0,5:6,0:0,0:1,40:37,0:0,0:0,5:8,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,3:1,2:0,0:0,2:1,0:0,0:1,0:0,0:0,3978
29:17,4:9,0:2,0:0,13:5,0:2,0:0,1:1,4:5,0:0,1:0,0:1,0:0,0:0,0:0,8:3,0:0,0:0,58:40,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3978
0:1,0:0,1:0,1:0,0:0,1:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,3977
0:0,0:2,0:0,0:0,1:2,0:0,1:2,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3977
1:2,1:1,1:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3977
0:1,0:0,2:2,0:0,0:0,0:3,0:0,0:0,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,3977
0:0,0:0,0:0,11:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,3977
0:0,0:0,0:0,11:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,3977
0:0,0:0,1:2,0:0,1:0,0:0,0:0,1:0,5:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,3977
4:10,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3977
0:0,0:0,1:2,1:1,0:1,2:4,0:0,0:2,3:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,1:0,0:0,2:2,0:0,0:0,1:0,0:0,0:0,0:0,0:0,3977
3:1,0:1,1:4,2:1,0:0,0:0,1:0,1:3,6:2,1:0,0:0,0:0,1:0,0:0,0:0,1:3,0:0,0:0,1:2,1:0,0:0,0:1,0:0,0:0,0:0,0:0,3977
0:0,6:2,1:0,0:2,0:0,1:1,2:2,3:3,5:2,0:0,2:4,0:1,1:2,0:0,0:0,0:1,0:0,0:1,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,3977
3:3,0:0,9:3,2:2,4:3,3:3,1:0,0:0,3:1,1:0,0:0,2:2,0:0,0:0,0:1,1:2,0:0,0:1,2:3,0:0,0:1,0:1,0:0,0:0,0:0,0:0,3977
1:2,0:0,0:0,0:0,0:1,14:21,0:0,0:0,3:2,0:0,0:0,0:1,1:0,0:0,0:0,2:3,0:0,0:1,1:1,0:0,0:1,1:1,0:0,0:0,0:0,0:0,3977
4:3,0:1,11:6,4:7,2:1,3:3,0:0,0:0,8:11,0:0,0:1,0:1,0:1,0:0,0:0,2:4,0:1,0:0,1:3,0:0,0:0,1:1,0:0,0:1,1:0,0:0,3977
3:3,0:2,0:2,0:1,0:1,3:4,0:1,0:1,0:1,0:0,0:1,3:4,1:1,0:0,0:0,2:3,0:0,0:1,29:20,1:1,0:0,1:0,0:0,0:0,0:0,0:0,3977
2:2,6:7,3:3,5:7,5:4,10:6,7:6,11:5,5:8,0:0,3:3,0:1,1:2,0:1,0:0,2:2,0:1,0:1,5:6,0:2,0:1,1:5,1:1,1:0,1:0,0:0,3977
8:7,1:3,8:8,10:13,4:1,2:0,7:12,1:2,12:13,0:1,0:2,0:2,1:3,0:0,0:0,5:3,0:0,1:0,7:6,0:0,0:1,0:0,0:1,0:0,0:0,0:0,3977
2:3,27:25,0:1,1:3,0:3,4:2,13:9,11:8,11:13,0:0,3:2,0:1,1:1,0:0,0:0,0:1,0:0,0:0,1:2,0:1,0:0,0:0,0:0,0:0,0:0,0:0,3977
10:5,13:7,4:4,10:6,2:2,5:3,6:7,4:3,2:2,1:3,9:6,0:3,4:1,2:3,0:1,4:4,2:10,2:1,11:3,0:0,0:1,0:0,5:5,0:1,2:3,1:2,3977
21:29,22:21,37:33,13:18,11:11,24:31,16:19,12:14,25:19,24:21,14:15,20:14,4:3,1:1,0:1,8:7,1:4,8:5,41:27,2:2,1:1,3:3,5:4,1:2,0:1,2:1,3977
0:0,0:0,0:0,0:0,0:0,0:0,1:3,3:2,0:1,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3976
0:0,2:2,0:0,0:0,0:0,0:0,1:1,0:1,0:0,0:0,0:1,0:0,0:0,4:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3976
0:1,4:0,0:0,0:0,1:0,0:1,1:0,1:2,0:1,1:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:1,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3976
0:1,0:0,0:0,2:3,0:0,0:0,4:1,0:0,0:0,0:0,3:1,0:0,0:0,0:0,1:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,3976
0:0,0:1,1:1,4:3,0:0,1:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,3:2,0:0,0:0,1:1,0:0,0:0,0:0,0:0,3976
1:0,0:1,0:0,3:0,0:0,0:0,3:5,3:1,2:1,0:0,1:2,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,3976
4:0,3:3,2:0,4:2,1:1,4:0,3:0,1:3,2:0,0:0,5:2,0:0,1:1,0:0,0:0,1:0,0:0,1:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,3976
2:2,0:0,0:1,1:0,3:1,0:3,0:0,0:0,0:2,0:0,0:0,0:0,1:2,0:0,0:0,1:2,0:0,0:0,17:14,0:0,0:0,1:3,0:0,0:0,0:0,0:0,3976
1:0,2:1,1:0,1:1,1:2,0:0,1:2,0:0,1:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,1:0,25:14,1:0,0:1,1:0,3976
6:4,2:0,5:1,0:0,1:0,17:18,1:2,2:1,2:1,0:1,0:1,0:0,0:1,1:0,0:0,0:0,1:0,1:0,1:0,0:0,0:0,0:0,0:1,0:0,0:1,0:0,3976
2:2,0:0,2:2,0:0,0:1,46:31,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3976
1:1,2:3,8:5,14:6,1:1,4:6,5:4,0:1,6:1,9:5,5:3,0:1,0:0,1:4,0:1,0:3,0:1,0:0,4:4,0:0,0:1,1:2,0:1,0:0,0:1,0:0,3976
0:1,4:5,6:10,2:1,0:0,0:0,4:3,25:26,11:11,1:0,3:6,0:1,2:2,0:0,0:0,0:0,0:1,0:0,3:1,5:4,0:0,0:0,0:0,0:0,0:0,0:0,3976
0:0,2:1,62:64,0:1,0:0,1:0,2:2,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:1,0:0,1:3,0:0,0:0,0:0,0:0,0:0,0:0,3976
0:1,5:2,0:1,0:0,0:0,1:1,12:18,1:2,16:16,4:1,36:38,0:0,0:0,0:0,0:0,0:0,0:1,1:1,0:0,0:0,0:0,0:0,6:3,1:2,0:0,0:0,3976
0:0,4:5,1:4,1:3,1:5,0:1,19:20,5:8,3:3,2:1,57:40,1:1,0:1,0:0,0:1,0:1,0:0,0:0,1:0,0:0,2:0,0:0,1:5,0:3,0:1,0:0,4193
4:8,7:6,4:4,2:1,1:1,4:4,6:11,14:13,1:1,2:2,6:6,1:1,2:3,3:1,1:1,2:1,0:1,10:7,8:4,1:3,4:1,0:1,1:3,2:1,0:1,0:1,3976
0:2,27:18,6:3,2:4,0:0,0:0,9:13,5:6,1:0,49:27,2:4,3:0,2:1,0:1,0:2,0:1,8:2,3:3,0:0,1:2,0:1,0:0,1:1,1:2,16:11,1:0,3976
6:11,8:9,2:4,7:9,2:3,1:1,24:17,29:28,8:3,2:3,23:24,1:1,4:4,0:1,0:0,0:0,0:1,2:4,2:2,2:1,0:0,0:0,0:1,0:2,0:1,0:0,3976
3:5,12:13,3:5,4:2,6:3,0:7,19:8,36:29,6:8,1:1,25:32,1:0,4:7,2:2,0:0,1:0,1:2,0:3,2:4,2:2,0:1,1:1,4:8,0:2,3:5,0:0,3976
1:2,0:0,15:32,1:1,0:1,102:100,0:1,0:0,18:26,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:0,6:4,0:0,0:3,0:0,1:1,0:0,0:0,3976
6:8,1:3,66:70,8:6,16:21,11:22,0:3,0:1,33:27,0:0,0:5,1:1,44:40,0:0,0:0,0:0,0:0,0:0,9:12,0:0,0:0,1:1,0:2,0:0,1:2,0:0,3976
0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,1:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:1,0:0,3975
0:0,2:0,0:0,0:0,0:0,0:0,0:1,4:1,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,3975
0:0,0:0,1:2,0:0,0:0,2:3,0:0,1:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,3975
0:1,0:0,2:0,0:0,0:1,4:7,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3975
0:2,0:0,3:1,2:1,0:1,0:0,0:0,1:1,2:3,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3975
