D.Va,Tracer,Zenyatta,Roadhog,Zarya,Mercy,McCree,Genji,Ana,Junkrat,Widowmaker,Orisa,Soldier: 76,Doomfist,Reaper,Reinhardt,Torbjörn,Pharah,Winston,Moira,Sombra,Lúcio,Hanzo,Mei,Bastion,Symmetra,Moira,hours,rank
1:1,4:4,2:0,0:2,2:2,0:2,0:0,1:2,2:2,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:2,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 44 Hours Ago,3925
1:0,1:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:1,3:1,0:0,0:0,0:0,8:10,0:0,0:1,9:9,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 38 Hours Ago,3925
7:1,6:5,1:0,0:2,1:0,2:0,3:3,1:2,3:0,0:0,1:0,0:0,1:1,0:0,0:0,0:0,0:0,0:3,4:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 124 Hours Ago,3925
0:0,0:0,3:1,1:1,0:0,0:0,4:2,2:0,6:7,0:0,0:0,0:0,2:1,0:0,0:0,3:3,0:0,0:0,2:2,0:0,0:0,0:1,5:2,0:0,0:0,0:0,0:0,Updated : 18 Hours Ago,3925
18:15,0:1,0:1,1:2,1:1,1:0,1:0,2:2,0:1,0:0,0:0,0:1,2:1,0:0,0:0,1:2,0:1,0:1,2:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,3925
1:1,7:7,0:1,0:1,2:0,1:0,5:4,2:3,4:4,0:0,1:1,0:0,2:2,0:0,0:0,0:1,1:0,1:0,2:2,0:0,1:0,3:3,0:0,0:0,1:0,0:0,0:0,Updated : 23 Hours Ago,3925
0:0,0:0,1:2,3:9,0:0,1:4,0:3,0:0,22:10,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,5:2,0:0,0:1,0:2,0:0,0:0,0:0,5:2,Updated : 24 Hours Ago,3925
1:3,0:0,0:0,0:0,0:0,6:16,0:0,0:0,0:4,0:1,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3:2,2:4,0:0,0:0,1:1,0:0,14:8,3:2,Updated : 20 Hours Ago,3925
15:12,0:1,1:6,3:4,3:3,0:4,2:1,2:2,4:3,0:1,0:2,1:1,0:1,0:1,0:0,1:1,0:0,0:1,1:3,0:0,0:0,0:1,0:1,0:0,0:1,0:0,0:0,Updated : 20 Hours Ago,3925
20:14,0:1,0:1,4:6,2:2,4:6,1:1,0:0,2:5,0:0,0:0,1:2,0:0,0:0,0:0,3:2,0:0,0:0,3:2,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,Updated : 22 Hours Ago,3925
6:7,1:2,9:11,4:3,1:5,0:0,0:1,1:1,10:12,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,5:6,0:0,0:0,1:1,1:0,0:0,0:0,0:0,0:0,Updated : 22 Hours Ago,3925
12:7,4:3,3:5,2:1,2:2,7:2,2:7,0:4,6:10,1:1,1:2,1:1,0:2,0:0,0:0,1:3,0:0,0:2,6:2,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:1,Updated : 38 Hours Ago,3925
0:1,0:0,1:2,0:0,0:0,56:57,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,Updated : 23 Hours Ago,3925
21:17,0:2,3:9,4:11,2:1,5:4,0:1,2:3,1:0,1:0,0:2,5:3,0:1,0:1,0:0,1:1,0:0,0:2,18:15,0:0,0:0,3:1,0:1,0:1,0:1,0:0,0:0,Updated : 50 Hours Ago,3925
11:8,0:1,6:4,2:3,23:11,3:5,0:1,0:0,0:4,0:0,1:0,2:2,0:0,0:0,0:0,11:8,0:0,0:0,22:16,2:0,0:0,0:1,0:0,0:1,0:1,0:0,2:0,Updated : 23 Hours Ago,3925
0:0,0:0,0:3,24:27,4:6,0:0,2:2,0:0,10:9,0:0,0:1,9:9,0:1,0:0,0:0,22:16,0:1,0:0,48:44,0:0,0:0,1:1,0:0,1:2,0:1,0:0,0:0,Updated : 78 Hours Ago,3925
6:5,49:58,7:8,0:2,4:2,3:4,53:46,1:4,4:10,1:3,7:7,2:3,66:64,0:1,3:4,0:0,0:1,0:1,0:0,0:0,2:6,2:2,1:1,0:1,0:1,0:0,0:0,Updated : 21 Hours Ago,3925
1:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,1:0,0:0,0:0,2:2,0:0,0:0,0:0,0:0,0:0,Updated : 52 Hours Ago,3924
0:0,0:0,1:1,0:1,0:0,0:1,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,Updated : 32 Hours Ago,3924
0:0,0:0,0:0,1:0,0:0,0:1,0:0,0:0,2:1,0:0,0:1,0:3,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3924
1:0,0:0,0:0,0:0,0:0,0:4,1:2,1:0,1:1,0:0,1:0,0:0,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3924
0:0,0:0,0:0,0:0,3:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,6:2,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,Updated : 3 Hours Ago,3924
0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,6:11,0:0,0:0,0:0,0:0,0:0,Updated : 22 Hours Ago,3924
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,12:10,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,3924
2:1,0:2,0:0,1:1,1:1,0:1,1:2,0:1,2:3,0:0,0:1,0:0,0:1,0:0,0:0,2:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,3924
3:0,4:2,0:1,0:1,1:0,1:1,3:1,1:3,2:2,1:0,2:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,Updated : 22 Hours Ago,3924
4:0,3:1,1:0,1:0,0:0,1:0,2:0,5:3,0:1,0:0,3:1,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,Updated : 117 Hours Ago,3924
7:5,0:0,0:2,3:3,0:0,0:1,0:0,0:0,5:2,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,2:2,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,Updated : 73 Hours Ago,3924
0:0,1:1,1:0,9:5,0:0,0:0,0:1,1:4,5:1,0:0,0:1,0:0,0:1,0:0,0:1,0:1,0:0,0:0,2:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3924
3:2,1:1,1:1,5:1,4:1,0:1,2:2,0:0,1:0,0:0,0:2,0:1,2:0,0:0,1:0,1:0,1:0,1:0,1:3,0:0,0:0,1:0,0:2,1:1,0:0,0:0,0:0,Updated : 238 Hours Ago,3924
0:1,0:0,0:0,0:0,0:0,25:20,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 48 Hours Ago,3924
7:8,0:2,0:1,4:7,9:8,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 38 Hours Ago,3924
2:1,1:2,0:4,1:0,0:1,2:3,11:3,0:0,0:2,0:0,0:0,1:0,3:2,0:0,0:0,4:1,0:0,3:2,3:2,0:0,0:0,1:1,0:1,0:0,0:0,0:0,0:0,Updated : 23 Hours Ago,3924
2:1,1:2,3:2,1:1,2:1,0:2,9:5,2:3,8:1,0:1,0:0,0:1,1:0,0:0,0:0,0:0,0:0,3:3,2:1,0:0,0:0,2:2,0:0,0:0,0:0,0:0,0:0,Updated : 36 Hours Ago,3924
1:0,1:0,5:4,4:1,3:3,0:3,2:4,1:2,1:3,1:1,0:1,2:3,2:3,0:0,1:1,2:2,3:1,1:1,1:3,0:0,1:0,3:3,1:2,4:2,1:1,1:1,0:0,Updated : 36 Hours Ago,3924
19:18,0:1,1:0,2:1,5:6,0:0,2:2,0:0,2:5,0:0,0:0,0:0,1:3,0:0,0:0,0:0,0:2,0:0,8:8,0:0,0:1,4:1,0:1,0:0,0:0,0:0,0:0,Updated : 33 Hours Ago,3924
14:8,1:1,2:1,2:1,3:4,1:2,5:6,3:2,2:2,0:1,1:1,3:1,0:0,0:0,0:0,5:5,0:0,0:1,13:9,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,Updated : 22 Hours Ago,3924
0:1,0:0,14:8,7:7,0:2,1:0,4:3,16:6,14:9,0:0,0:2,2:2,0:1,0:0,2:2,0:2,0:0,0:0,3:11,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,Updated : 20 Hours Ago,3924
12:8,11:12,22:19,8:5,3:4,5:3,3:7,2:5,2:2,1:2,5:8,2:2,1:4,0:0,0:0,0:1,1:2,0:1,6:3,0:0,0:0,1:0,0:2,1:0,0:0,0:0,0:0,Updated : 7 Hours Ago,3924
2:1,1:3,0:1,9:15,15:20,8:4,16:19,3:3,18:17,1:1,0:1,0:1,5:7,1:2,0:0,5:4,1:0,0:1,47:26,0:0,0:0,7:3,0:0,0:3,0:2,0:0,0:0,Updated : 21 Hours Ago,3924
63:49,0:0,24:13,4:5,8:14,20:22,10:15,0:0,12:10,0:0,0:0,3:3,2:5,0:0,0:0,4:4,0:0,0:1,15:10,0:1,0:0,3:9,0:0,0:0,0:0,0:0,0:1,Updated : 21 Hours Ago,3924
6:8,11:16,9:11,41:36,3:1,6:4,11:11,31:37,1:4,16:9,12:14,3:7,7:6,1:2,4:2,1:2,1:3,6:4,5:15,0:2,0:0,0:0,2:2,1:3,3:3,0:1,0:2,Updated : 21 Hours Ago,3924
0:0,0:0,0:1,0:0,1:0,0:1,0:0,0:0,0:2,0:0,0:0,0:1,0:0,0:0,0:0,1:1,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 27 Hours Ago,3923
0:1,0:0,0:0,1:0,1:1,1:0,0:0,0:1,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 45 Hours Ago,3923
0:1,1:0,1:0,0:0,0:1,1:0,1:0,1:0,1:2,0:0,0:1,0:0,0:0,1:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 35 Hours Ago,3923
0:0,0:2,1:0,0:0,1:1,0:0,0:1,0:0,1:7,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:1,0:0,0:1,0:0,0:0,0:0,Updated : 20 Hours Ago,3923
0:0,3:4,0:0,0:0,0:0,0:0,3:2,0:1,0:1,0:0,2:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 28 Hours Ago,3923
0:0,0:0,3:7,0:0,0:0,6:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 22 Hours Ago,3923
0:1,2:1,0:0,0:1,0:1,0:1,2:1,0:0,0:2,0:1,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:1,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 22 Hours Ago,3923
0:0,0:0,0:1,0:0,3:2,0:0,1:0,0:0,2:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3:1,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,Updated : 34 Hours Ago,3923
0:0,0:0,0:1,0:0,0:1,6:6,0:0,0:0,5:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 77 Hours Ago,3923
2:2,0:1,1:0,0:1,0:0,0:1,1:2,1:1,1:0,1:1,0:2,0:0,0:2,0:0,0:0,0:1,0:0,0:1,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 8 Hours Ago,3923
2:0,3:2,0:0,3:0,0:0,0:0,1:0,6:2,1:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,Updated : 13 Hours Ago,3923
3:0,0:1,6:1,3:0,3:0,0:0,2:0,0:1,2:0,0:0,3:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 7 Hours Ago,3923
5:2,3:2,1:1,0:1,0:1,1:2,4:5,2:1,0:0,0:1,1:0,0:1,0:1,0:0,0:0,1:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,Updated : 22 Hours Ago,3923
0:0,0:0,0:0,24:22,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 22 Hours Ago,3923
8:5,0:1,14:10,0:0,2:2,0:0,0:0,0:0,7:6,0:0,0:0,0:0,0:2,0:0,0:0,1:0,0:1,0:0,0:1,0:0,0:1,1:0,0:0,0:1,0:0,0:0,0:0,Updated : 9 Hours Ago,3923
3:3,0:0,20:18,1:1,0:0,5:8,0:1,0:0,18:20,1:0,0:0,0:0,0:1,0:0,0:1,0:1,0:0,0:0,1:2,0:0,0:0,7:8,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3923
2:0,18:22,0:2,1:2,0:0,2:0,5:5,13:10,2:4,3:2,5:10,0:0,4:3,0:0,0:0,0:0,0:0,2:3,2:5,0:0,0:0,0:0,1:2,0:0,1:0,0:0,0:0,Updated : 112 Hours Ago,3923
1:1,28:17,0:0,2:1,5:3,3:0,9:5,1:1,0:1,0:0,0:0,0:0,63:36,0:0,0:0,0:1,0:0,0:0,1:1,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 11 Hours Ago,3923
2:3,22:7,6:3,3:2,5:5,3:2,12:12,17:14,1:1,4:3,7:10,1:1,4:7,0:1,1:0,2:0,0:0,6:7,2:1,0:0,2:0,0:2,0:4,0:0,0:2,0:0,0:0,Updated : 23 Hours Ago,3923
0:0,0:0,0:0,0:0,1:1,107:102,0:6,0:0,0:1,0:0,0:2,0:0,0:2,0:0,0:0,0:1,0:1,0:0,1:1,0:0,0:0,0:1,0:3,0:0,0:0,0:0,0:0,Updated : 22 Hours Ago,3923
0:1,0:1,0:3,4:5,2:6,0:0,6:10,11:13,1:1,66:47,3:5,0:2,1:3,9:8,0:1,0:2,1:4,2:1,0:1,0:0,1:1,0:0,9:12,0:0,0:2,1:0,0:0,Updated : 23 Hours Ago,3923
0:0,2:2,0:0,0:0,1:1,0:0,1:1,0:0,0:1,0:0,0:0,0:0,1:0,0:0,0:2,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,3922
0:1,0:0,0:0,1:0,0:0,1:4,0:0,0:0,1:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 23 Hours Ago,3922
1:1,0:0,1:2,0:0,0:1,2:3,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 2 Hours Ago,3922
2:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,4:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 101 Hours Ago,3922
0:0,0:0,2:1,0:0,0:0,8:3,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:0,1:0,0:0,3:0,0:0,0:0,0:0,0:0,1:0,Updated : 6 Hours Ago,3922
0:0,1:0,0:0,0:0,0:1,0:0,1:2,7:5,0:0,2:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,Updated : 33 Hours Ago,3922
3:1,4:2,0:0,1:1,2:0,0:0,1:2,4:1,0:1,2:0,1:0,1:0,1:0,1:0,0:0,0:0,1:0,0:1,0:0,0:1,0:0,1:0,1:1,0:1,0:0,0:0,0:1,Updated : 13 Hours Ago,3922
8:5,0:0,0:0,3:1,8:0,0:0,0:0,7:1,0:1,0:0,0:0,0:0,1:2,0:0,1:0,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,3922
2:0,0:3,0:3,0:0,0:0,0:0,0:2,8:14,0:0,1:2,1:1,0:0,1:2,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,2:2,1:0,0:0,3:3,0:0,0:0,Updated : 21 Hours Ago,3922
0:0,0:0,0:1,0:0,0:0,24:32,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,3922
0:1,1:2,0:0,0:1,0:1,0:0,6:7,12:14,8:3,0:0,0:0,0:0,1:1,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,Updated : 22 Hours Ago,3922
42:43,0:0,0:0,0:0,0:0,5:2,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:1,0:0,0:0,1:1,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,Updated : 137 Hours Ago,3922
5:7,0:0,0:0,5:7,9:12,28:16,0:0,0:0,13:15,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,Updated : 28 Hours Ago,3922
1:0,0:2,1:2,6:5,8:6,0:5,2:0,6:5,7:8,0:0,0:1,0:1,2:1,0:0,2:3,7:7,0:0,1:2,16:15,0:0,0:0,5:4,0:0,0:1,0:0,0:0,0:0,Updated : 49 Hours Ago,3922
4:6,0:0,18:12,3:0,7:7,13:10,2:3,0:1,2:2,1:1,0:0,1:1,1:2,0:0,1:0,2:3,0:0,1:2,9:12,0:0,0:0,5:6,0:0,0:0,0:0,0:0,0:0,Updated : 33 Hours Ago,3922
5:1,6:8,3:3,6:2,2:2,5:3,16:13,1:6,5:5,4:3,3:10,1:0,2:2,0:0,0:0,1:2,1:1,9:5,2:0,0:1,1:0,1:0,23:20,0:3,0:2,0:0,0:1,Updated : 25 Hours Ago,3922
13:11,0:2,22:22,6:8,5:6,2:4,4:8,0:0,26:23,3:2,1:3,3:2,1:0,0:0,0:0,0:0,0:0,0:0,4:6,1:1,1:0,1:1,0:0,0:0,0:0,0:0,1:1,Updated : 14 Hours Ago,3922
5:4,5:6,2:2,7:10,10:9,1:0,2:5,17:19,11:10,0:1,0:0,1:0,5:5,0:0,1:1,16:14,0:1,2:4,5:7,0:0,1:0,6:11,0:1,1:0,0:0,0:1,0:0,Updated : 84 Hours Ago,3922
20:15,11:15,6:9,12:8,6:2,4:8,12:14,7:9,4:4,4:3,8:8,1:0,16:9,0:0,0:2,2:1,0:0,1:2,4:5,0:1,3:1,4:9,1:2,0:0,1:1,0:0,0:1,Updated : 22 Hours Ago,3922
0:0,0:0,0:0,0:0,0:0,8:0,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 5 Hours Ago,3921
0:0,0:1,0:0,0:1,0:1,0:0,0:2,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,3:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 23 Hours Ago,3921
1:0,0:0,0:0,0:0,0:1,12:3,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,Updated : 29 Hours Ago,3921
0:2,0:0,0:1,0:0,0:3,1:2,3:1,0:1,1:1,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 21 Hours Ago,3921
0:2,1:1,0:0,1:0,0:0,0:0,5:4,0:1,0:1,0:0,1:1,0:0,1:0,0:0,0:0,0:1,0:0,2:1,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 21 Hours Ago,3921
0:0,0:0,0:0,0:0,0:0,9:16,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 33 Hours Ago,3921
0:0,0:0,6:6,0:0,0:0,5:3,0:0,0:0,3:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 21 Hours Ago,3921
0:1,0:0,5:5,0:1,2:2,3:4,3:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 48 Hours Ago,3921
3:1,0:0,2:2,3:3,0:1,2:2,1:0,2:1,0:0,0:1,0:0,1:0,3:2,0:0,0:1,0:0,0:0,1:0,1:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,Updated : 331 Hours Ago,3921
0:1,1:3,2:2,2:1,2:1,0:2,5:4,2:5,1:1,0:0,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,1:3,1:1,0:0,0:0,0:0,0:0,0:0,0:0,1:1,Updated : 21 Hours Ago,3921
0:1,20:5,1:1,2:0,5:1,0:0,1:2,4:2,2:1,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 31 Hours Ago,3921
0:0,1:1,2:3,6:7,0:0,0:0,4:5,0:0,4:3,2:1,0:0,0:0,3:3,0:0,0:0,1:0,0:1,0:0,0:0,0:0,0:0,1:0,0:1,0:1,1:1,0:0,0:0,Updated : 15 Hours Ago,3921
15:11,4:3,0:2,0:1,1:1,0:0,0:0,0:0,1:0,0:0,0:0,13:4,1:1,0:0,0:0,0:0,0:0,0:0,0:1,5:3,0:1,2:1,0:1,0:0,0:0,0:0,5:3,Updated : 20 Hours Ago,3921
0:0,22:16,1:0,0:1,1:0,0:0,2:2,7:6,0:1,1:1,6:2,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 9 Hours Ago,3921
1:0,0:0,3:4,11:9,1:1,1:2,4:1,0:1,1:0,6:4,0:0,0:1,2:2,1:0,0:0,1:2,0:0,1:0,1:2,7:5,0:1,0:1,0:1,0:0,1:1,0:0,7:5,Updated : 30 Hours Ago,3921
3:4,4:5,4:6,3:2,0:1,1:1,2:5,0:1,1:1,0:1,2:4,1:0,1:1,0:0,0:0,0:1,0:0,1:2,0:2,0:0,0:0,0:1,8:9,0:1,0:0,0:0,0:0,Updated : 24 Hours Ago,3921
1:0,29:34,0:0,0:0,0:0,0:0,6:5,0:2,0:0,0:0,19:20,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:2,0:0,0:0,0:0,0:0,Updated : 25 Hours Ago,3921
4:12,0:1,7:10,7:13,1:0,6:10,0:0,0:0,0:1,1:1,0:1,7:5,0:3,0:0,0:0,8:7,0:0,0:0,43:38,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,3921
4:6,9:16,27:14,6:5,6:3,7:9,1:7,12:8,18:14,3:5,1:3,4:1,11:6,1:0,0:0,7:6,0:7,1:3,13:14,0:0,0:0,14:10,1:9,0:1,3:0,0:0,0:0,Updated : 7 Hours Ago,3921
0:0,0:1,0:0,0:0,0:0,0:0,0:1,1:1,0:0,0:0,0:1,0:0,2:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 27 Hours Ago,3920
0:0,0:0,0:0,0:0,0:0,0:0,4:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,4:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 30 Hours Ago,3920
0:0,0:0,0:0,0:0,1:4,1:1,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 20 Hours Ago,3920
0:0,0:0,0:0,0:0,2:2,0:0,1:4,0:0,5:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 29 Hours Ago,3920
1:0,0:0,1:0,0:1,1:1,0:0,0:1,1:3,0:0,0:1,0:0,0:1,2:1,0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,Updated : 32 Hours Ago,3920
9:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 27 Hours Ago,3920
0:1,0:1,1:3,0:0,0:2,0:0,0:1,0:1,5:4,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3920
0:0,11:13,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,8:4,0:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 27 Hours Ago,3920
1:4,0:0,1:2,1:0,0:0,2:1,4:2,1:0,13:3,1:0,1:0,0:0,1:1,3:0,0:0,0:0,0:0,1:0,0:0,0:0,1:0,1:0,0:0,0:0,0:0,0:0,0:0,Updated : 30 Hours Ago,3920
